iteration	evaluations	runtime[s]	distance[MIN]
144	3600	0.194	3369.4457130969527
145	3625	0.194	3369.4457130969527
146	3650	0.195	3337.764774538097
147	3675	0.196	3337.764774538097
148	3700	0.197	3337.764774538097
149	3725	0.198	3306.4260890615296
150	3750	0.198	3306.4260890615296
151	3775	0.199	3305.217414880465
152	3800	0.199	3305.217414880465
153	3825	0.2	3305.217414880465
154	3850	0.201	3305.217414880465
155	3875	0.201	3299.827756797389
156	3900	0.202	3299.827756797389
157	3925	0.203	3299.827756797389
158	3950	0.203	3299.827756797389
159	3975	0.204	3296.6571193827685
160	4000	0.204	3296.6571193827685
161	4025	0.205	3296.6571193827685
162	4050	0.206	3296.6571193827685
163	4075	0.207	3287.3949047681936
164	4100	0.207	3279.9856248640394
165	4125	0.208	3244.182867789241
166	4150	0.209	3244.182867789241
167	4175	0.209	3244.182867789241
168	4200	0.21	3244.182867789241
169	4225	0.211	3232.110492420354
170	4250	0.211	3232.110492420354
171	4275	0.212	3232.110492420354
172	4300	0.213	3232.110492420354
173	4325	0.213	3232.110492420354
174	4350	0.214	3232.110492420354
175	4375	0.214	3232.110492420354
176	4400	0.215	3232.110492420354
177	4425	0.216	3214.6865695500296
178	4450	0.216	3209.59364976618
179	4475	0.217	3209.59364976618
180	4500	0.217	3209.59364976618
181	4525	0.218	3209.59364976618
182	4550	0.219	3209.59364976618
183	4575	0.219	3209.59364976618
184	4600	0.22	3201.9949790059923
185	4625	0.221	3189.2584291012627
186	4650	0.221	3189.2584291012627
187	4675	0.221	3189.2584291012627
188	4700	0.222	3189.2584291012627
189	4725	0.222	3173.0281686454096
190	4750	0.223	3173.0281686454096
191	4775	0.223	3173.0281686454096
192	4800	0.224	3173.0281686454096
193	4825	0.224	3127.5657127343184
194	4850	0.225	3127.5657127343184
195	4875	0.225	3127.5657127343184
196	4900	0.226	3127.5657127343184
197	4925	0.226	3127.5657127343184
198	4950	0.227	3127.5657127343184
199	4975	0.227	3127.5657127343184
200	5000	0.227	3127.5657127343184
201	5025	0.228	3127.5657127343184
202	5050	0.228	3127.5657127343184
203	5075	0.229	3127.5657127343184
204	5100	0.229	3127.5657127343184
205	5125	0.229	3127.5657127343184
206	5150	0.23	3127.5657127343184
207	5175	0.23	3102.576678896287
208	5200	0.231	3102.576678896287
209	5225	0.231	3102.576678896287
210	5250	0.232	3101.229076538225
211	5275	0.232	3101.229076538225
212	5300	0.232	3101.229076538225
213	5325	0.233	3101.229076538225
214	5350	0.233	3101.229076538225
215	5375	0.234	3101.229076538225
216	5400	0.234	3073.6435196886446
217	5425	0.235	3073.6435196886446
218	5450	0.235	3073.6435196886446
219	5475	0.235	3073.6435196886446
220	5500	0.236	3073.6435196886446
221	5525	0.236	3073.6435196886446
222	5550	0.237	3073.6435196886446
223	5575	0.237	3073.6435196886446
224	5600	0.237	3037.0277780044166
225	5625	0.238	3037.0277780044166
226	5650	0.238	3037.0277780044166
227	5675	0.239	3037.0277780044166
228	5700	0.239	3037.0277780044166
229	5725	0.24	3037.0277780044166
230	5750	0.24	3037.0277780044166
231	5775	0.241	3037.0277780044166
232	5800	0.241	3037.0277780044166
233	5825	0.242	3037.0277780044166
234	5850	0.242	3037.0277780044166
235	5875	0.242	3037.0277780044166
236	5900	0.243	3037.0277780044166
237	5925	0.243	3037.0277780044166
238	5950	0.244	3037.0277780044166
239	5975	0.244	3037.0277780044166
240	6000	0.244	3037.0277780044166
241	6025	0.245	3037.0277780044166
242	6050	0.245	3037.0277780044166
243	6075	0.246	3037.0277780044166
244	6100	0.246	3037.0277780044166
245	6125	0.247	3037.0277780044166
246	6150	0.247	3037.0277780044166
247	6175	0.247	3037.0277780044166
248	6200	0.248	3037.0277780044166
249	6225	0.248	3037.0277780044166
250	6250	0.249	3033.5091694504604
251	6275	0.249	2997.6439296937
252	6300	0.249	2997.6439296937
253	6325	0.25	2997.6439296937
254	6350	0.25	2997.6439296937
255	6375	0.251	2997.6439296937
256	6400	0.251	2997.6439296937
257	6425	0.251	2997.6439296937
258	6450	0.252	2997.6439296937
259	6475	0.252	2997.6439296937
260	6500	0.253	2997.6439296937
261	6525	0.253	2997.6439296937
262	6550	0.254	2976.2594075913403
263	6575	0.254	2976.2594075913403
264	6600	0.254	2976.2594075913403
265	6625	0.255	2908.093147104894
266	6650	0.255	2908.093147104894
267	6675	0.255	2908.093147104894
268	6700	0.256	2908.093147104894
269	6725	0.256	2908.093147104894
270	6750	0.257	2908.093147104894
271	6775	0.257	2908.093147104894
272	6800	0.257	2908.093147104894
273	6825	0.258	2908.093147104894
274	6850	0.258	2908.093147104894
275	6875	0.258	2908.093147104894
276	6900	0.259	2871.6115024862966
277	6925	0.259	2871.6115024862966
278	6950	0.26	2871.6115024862966
279	6975	0.26	2871.6115024862966
280	7000	0.26	2871.6115024862966
281	7025	0.261	2871.6115024862966
282	7050	0.261	2871.6115024862966
283	7075	0.261	2871.6115024862966
284	7100	0.262	2871.6115024862966
285	7125	0.262	2871.6115024862966
286	7150	0.263	2871.6115024862966
287	7175	0.263	2871.6115024862966
288	7200	0.263	2871.6115024862966
289	7225	0.264	2871.6115024862966
290	7250	0.264	2871.6115024862966
291	7275	0.264	2871.6115024862966
292	7300	0.265	2871.6115024862966
293	7325	0.265	2871.6115024862966
294	7350	0.265	2871.6115024862966
295	7375	0.266	2871.6115024862966
296	7400	0.266	2871.6115024862966
297	7425	0.267	2871.6115024862966
298	7450	0.267	2871.6115024862966
299	7475	0.267	2871.6115024862966
300	7500	0.268	2871.6115024862966
301	7525	0.268	2871.6115024862966
302	7550	0.268	2871.6115024862966
303	7575	0.269	2871.6115024862966
304	7600	0.269	2871.6115024862966
305	7625	0.269	2871.6115024862966
306	7650	0.27	2871.6115024862966
307	7675	0.27	2871.6115024862966
308	7700	0.27	2871.6115024862966
309	7725	0.271	2871.6115024862966
310	7750	0.271	2871.6115024862966
311	7775	0.272	2871.6115024862966
312	7800	0.272	2871.6115024862966
313	7825	0.272	2871.6115024862966
314	7850	0.273	2810.9086186263808
315	7875	0.273	2810.9086186263808
316	7900	0.273	2810.9086186263808
317	7925	0.274	2810.9086186263808
318	7950	0.274	2810.9086186263808
319	7975	0.274	2810.9086186263808
320	8000	0.275	2810.9086186263808
321	8025	0.275	2810.9086186263808
322	8050	0.275	2810.9086186263808
323	8075	0.276	2810.9086186263808
324	8100	0.276	2807.7465277188194
325	8125	0.276	2807.7465277188194
326	8150	0.277	2807.7465277188194
327	8175	0.277	2807.7465277188194
328	8200	0.277	2807.7465277188194
329	8225	0.278	2807.7465277188194
330	8250	0.278	2807.7465277188194
331	8275	0.278	2807.7465277188194
332	8300	0.279	2807.7465277188194
333	8325	0.279	2807.7465277188194
334	8350	0.279	2807.7465277188194
335	8375	0.28	2807.7465277188194
336	8400	0.28	2807.7465277188194
337	8425	0.28	2807.7465277188194
338	8450	0.281	2807.7465277188194
339	8475	0.281	2805.987758021793
340	8500	0.281	2805.987758021793
341	8525	0.282	2738.533183185163
342	8550	0.282	2738.533183185163
343	8575	0.282	2738.533183185163
344	8600	0.283	2738.533183185163
345	8625	0.283	2738.533183185163
346	8650	0.283	2738.533183185163
347	8675	0.284	2738.533183185163
348	8700	0.284	2738.533183185163
349	8725	0.284	2738.533183185163
350	8750	0.285	2738.533183185163
351	8775	0.285	2738.533183185163
352	8800	0.285	2738.533183185163
353	8825	0.286	2738.533183185163
354	8850	0.286	2738.533183185163
355	8875	0.286	2738.533183185163
356	8900	0.287	2738.533183185163
357	8925	0.287	2738.533183185163
358	8950	0.287	2738.533183185163
359	8975	0.288	2738.533183185163
360	9000	0.288	2738.533183185163
361	9025	0.288	2738.533183185163
362	9050	0.289	2738.533183185163
363	9075	0.289	2738.533183185163
364	9100	0.289	2738.533183185163
365	9125	0.29	2738.533183185163
366	9150	0.29	2738.533183185163
367	9175	0.29	2738.533183185163
368	9200	0.291	2738.533183185163
369	9225	0.291	2711.4826490151368
370	9250	0.291	2711.4826490151368
371	9275	0.292	2711.4826490151368
372	9300	0.292	2711.4826490151368
373	9325	0.293	2711.4826490151368
374	9350	0.293	2711.4826490151368
375	9375	0.293	2711.4826490151368
376	9400	0.294	2711.4826490151368
377	9425	0.294	2711.4826490151368
378	9450	0.294	2711.4826490151368
379	9475	0.295	2711.4826490151368
380	9500	0.295	2711.4826490151368
381	9525	0.295	2711.4826490151368
382	9550	0.296	2711.4826490151368
383	9575	0.296	2711.4826490151368
384	9600	0.296	2692.8314429338916
385	9625	0.297	2692.8314429338916
386	9650	0.297	2692.8314429338916
387	9675	0.297	2689.5294376788993
388	9700	0.298	2689.5294376788993
389	9725	0.298	2689.5294376788993
390	9750	0.298	2689.5294376788993
391	9775	0.299	2689.5294376788993
392	9800	0.299	2689.5294376788993
393	9825	0.299	2689.5294376788993
394	9850	0.3	2689.5294376788993
395	9875	0.3	2608.721122157115
396	9900	0.3	2608.721122157115
397	9925	0.301	2608.721122157115
398	9950	0.301	2608.721122157115
399	9975	0.301	2608.721122157115
400	10000	0.302	2608.721122157115
401	10025	0.302	2608.721122157115
402	10050	0.302	2608.721122157115
403	10075	0.303	2603.5517417897963
404	10100	0.303	2603.5517417897963
405	10125	0.303	2603.5517417897963
406	10150	0.304	2603.5517417897963
407	10175	0.304	2603.5517417897963
408	10200	0.304	2603.5517417897963
409	10225	0.304	2603.5517417897963
410	10250	0.305	2603.5517417897963
411	10275	0.305	2603.5517417897963
412	10300	0.305	2603.5517417897963
413	10325	0.306	2603.5517417897963
414	10350	0.306	2603.5517417897963
415	10375	0.306	2603.5517417897963
416	10400	0.307	2603.5517417897963
417	10425	0.307	2573.5537634395696
418	10450	0.307	2573.5537634395696
419	10475	0.308	2573.5537634395696
420	10500	0.308	2573.5537634395696
421	10525	0.308	2573.008630971961
422	10550	0.309	2573.008630971961
423	10575	0.309	2573.008630971961
424	10600	0.309	2573.008630971961
425	10625	0.31	2573.008630971961
426	10650	0.31	2573.008630971961
427	10675	0.31	2573.008630971961
428	10700	0.31	2573.008630971961
429	10725	0.311	2573.008630971961
430	10750	0.311	2573.008630971961
431	10775	0.311	2573.008630971961
432	10800	0.312	2573.008630971961
433	10825	0.312	2573.008630971961
434	10850	0.312	2573.008630971961
435	10875	0.313	2573.008630971961
436	10900	0.313	2573.008630971961
437	10925	0.313	2573.008630971961
438	10950	0.314	2569.7926015994844
439	10975	0.314	2569.7926015994844
440	11000	0.314	2569.7926015994844
441	11025	0.315	2554.9164497841166
442	11050	0.315	2554.9164497841166
443	11075	0.315	2554.9164497841166
444	11100	0.316	2554.9164497841166
445	11125	0.316	2554.9164497841166
446	11150	0.316	2554.9164497841166
447	11175	0.317	2554.9164497841166
448	11200	0.317	2554.9164497841166
449	11225	0.317	2554.9164497841166
450	11250	0.317	2554.9164497841166
451	11275	0.318	2554.9164497841166
452	11300	0.318	2554.9164497841166
453	11325	0.318	2554.9164497841166
454	11350	0.319	2541.035148079145
455	11375	0.319	2541.035148079145
456	11400	0.319	2541.035148079145
457	11425	0.32	2541.035148079145
458	11450	0.32	2541.035148079145
459	11475	0.32	2541.035148079145
460	11500	0.321	2541.035148079145
461	11525	0.321	2541.035148079145
462	11550	0.321	2541.035148079145
463	11575	0.321	2541.035148079145
464	11600	0.322	2537.27398623906
465	11625	0.322	2537.27398623906
466	11650	0.322	2537.27398623906
467	11675	0.323	2531.1465718830314
468	11700	0.323	2528.222146403229
469	11725	0.323	2528.222146403229
470	11750	0.324	2528.222146403229
471	11775	0.324	2502.486131990886
472	11800	0.324	2502.486131990886
473	11825	0.324	2502.486131990886
474	11850	0.325	2502.486131990886
475	11875	0.325	2502.486131990886
476	11900	0.325	2502.486131990886
477	11925	0.326	2502.486131990886
478	11950	0.326	2497.9814566982513
479	11975	0.326	2497.9814566982513
480	12000	0.326	2497.9814566982513
481	12025	0.327	2497.9814566982513
482	12050	0.327	2497.9814566982513
483	12075	0.327	2497.9814566982513
484	12100	0.328	2497.9814566982513
485	12125	0.328	2497.9814566982513
486	12150	0.328	2497.9814566982513
487	12175	0.328	2497.9814566982513
488	12200	0.329	2494.141546312013
489	12225	0.329	2494.141546312013
490	12250	0.329	2494.141546312013
491	12275	0.33	2494.141546312013
492	12300	0.33	2494.141546312013
493	12325	0.33	2487.4567953624064
494	12350	0.331	2483.029460834323
495	12375	0.331	2483.029460834323
496	12400	0.331	2483.029460834323
497	12425	0.331	2483.029460834323
498	12450	0.332	2478.4475046088487
499	12475	0.332	2478.4475046088487
500	12500	0.332	2478.4475046088487
501	12525	0.333	2478.4475046088487
502	12550	0.333	2478.4475046088487
503	12575	0.333	2478.4475046088487
504	12600	0.333	2478.4475046088487
505	12625	0.334	2478.4475046088487
506	12650	0.334	2478.4475046088487
507	12675	0.334	2459.5223823680544
508	12700	0.335	2459.5223823680544
509	12725	0.335	2459.5223823680544
510	12750	0.335	2459.5223823680544
511	12775	0.336	2459.5223823680544
512	12800	0.336	2459.5223823680544
513	12825	0.337	2459.5223823680544
514	12850	0.337	2459.5223823680544
515	12875	0.337	2431.2349277932017
516	12900	0.337	2431.2349277932017
517	12925	0.338	2431.2349277932017
518	12950	0.338	2431.2349277932017
519	12975	0.338	2431.2349277932017
520	13000	0.339	2431.2349277932017
521	13025	0.339	2431.2349277932017
522	13050	0.339	2431.2349277932017
523	13075	0.34	2431.2349277932017
524	13100	0.34	2431.2349277932017
525	13125	0.34	2431.2349277932017
526	13150	0.341	2431.2349277932017
527	13175	0.341	2431.2349277932017
528	13200	0.341	2431.2349277932017
529	13225	0.341	2431.2349277932017
530	13250	0.342	2431.2349277932017
531	13275	0.342	2431.2349277932017
532	13300	0.342	2431.2349277932017
533	13325	0.343	2431.2349277932017
534	13350	0.343	2431.2349277932017
535	13375	0.343	2431.2349277932017
536	13400	0.344	2431.2349277932017
537	13425	0.344	2431.2349277932017
538	13450	0.344	2431.2349277932017
539	13475	0.345	2431.2349277932017
540	13500	0.345	2431.2349277932017
541	13525	0.345	2431.2349277932017
542	13550	0.346	2431.2349277932017
543	13575	0.346	2431.2349277932017
544	13600	0.346	2431.2349277932017
545	13625	0.347	2431.2349277932017
546	13650	0.347	2431.2349277932017
547	13675	0.347	2431.2349277932017
548	13700	0.347	2431.2349277932017
549	13725	0.348	2431.2349277932017
550	13750	0.348	2431.2349277932017
551	13775	0.348	2431.2349277932017
552	13800	0.349	2389.955826312438
553	13825	0.349	2389.955826312438
554	13850	0.349	2389.955826312438
555	13875	0.35	2389.955826312438
556	13900	0.35	2389.955826312438
557	13925	0.35	2389.955826312438
558	13950	0.35	2389.955826312438
559	13975	0.351	2389.955826312438
560	14000	0.351	2389.955826312438
561	14025	0.351	2389.955826312438
562	14050	0.352	2389.955826312438
563	14075	0.352	2389.955826312438
564	14100	0.352	2389.955826312438
565	14125	0.353	2389.955826312438
566	14150	0.353	2389.955826312438
567	14175	0.353	2389.955826312438
568	14200	0.354	2389.955826312438
569	14225	0.354	2389.955826312438
570	14250	0.354	2389.955826312438
571	14275	0.355	2389.955826312438
572	14300	0.355	2376.2309821480203
573	14325	0.355	2376.2309821480203
574	14350	0.356	2376.2309821480203
575	14375	0.356	2376.2309821480203
576	14400	0.356	2376.2309821480203
577	14425	0.357	2376.2309821480203
578	14450	0.357	2376.2309821480203
579	14475	0.357	2376.2309821480203
580	14500	0.358	2376.2309821480203
581	14525	0.358	2371.885367536336
582	14550	0.358	2371.885367536336
583	14575	0.358	2371.885367536336
584	14600	0.359	2371.885367536336
585	14625	0.359	2371.885367536336
586	14650	0.359	2371.885367536336
587	14675	0.36	2371.885367536336
588	14700	0.36	2371.885367536336
589	14725	0.36	2371.885367536336
590	14750	0.361	2371.885367536336
591	14775	0.361	2371.885367536336
592	14800	0.361	2371.885367536336
593	14825	0.362	2371.885367536336
594	14850	0.362	2371.885367536336
595	14875	0.362	2371.885367536336
596	14900	0.362	2358.445603275156
597	14925	0.363	2358.445603275156
598	14950	0.363	2358.445603275156
599	14975	0.363	2358.445603275156
600	15000	0.364	2358.445603275156
601	15025	0.364	2358.445603275156
602	15050	0.364	2358.445603275156
603	15075	0.365	2358.445603275156
604	15100	0.365	2358.445603275156
605	15125	0.365	2358.445603275156
606	15150	0.365	2358.445603275156
607	15175	0.366	2358.445603275156
608	15200	0.366	2358.445603275156
609	15225	0.366	2358.445603275156
610	15250	0.367	2358.445603275156
611	15275	0.367	2358.445603275156
612	15300	0.367	2358.445603275156
613	15325	0.367	2358.445603275156
614	15350	0.368	2358.445603275156
615	15375	0.368	2331.1233591906375
616	15400	0.368	2331.1233591906375
617	15425	0.369	2331.1233591906375
618	15450	0.369	2331.1233591906375
619	15475	0.369	2331.1233591906375
620	15500	0.37	2331.1233591906375
621	15525	0.37	2331.1233591906375
622	15550	0.37	2331.1233591906375
623	15575	0.37	2331.1233591906375
624	15600	0.371	2331.1233591906375
625	15625	0.379	2331.1233591906375
626	15650	0.379	2331.1233591906375
627	15675	0.379	2331.1233591906375
628	15700	0.38	2331.1233591906375
629	15725	0.38	2331.1233591906375
630	15750	0.38	2331.1233591906375
631	15775	0.381	2331.1233591906375
632	15800	0.381	2331.1233591906375
633	15825	0.381	2331.1233591906375
634	15850	0.382	2331.1233591906375
635	15875	0.382	2331.1233591906375
636	15900	0.382	2331.1233591906375
637	15925	0.383	2331.1233591906375
638	15950	0.383	2331.1233591906375
639	15975	0.383	2331.1233591906375
640	16000	0.383	2331.1233591906375
641	16025	0.384	2331.1233591906375
642	16050	0.384	2331.1233591906375
643	16075	0.384	2331.1233591906375
644	16100	0.385	2324.3224249221585
645	16125	0.385	2324.3224249221585
646	16150	0.385	2324.3224249221585
647	16175	0.386	2324.3224249221585
648	16200	0.386	2324.3224249221585
649	16225	0.386	2324.3224249221585
650	16250	0.386	2324.3224249221585
651	16275	0.387	2324.3224249221585
652	16300	0.387	2324.3224249221585
653	16325	0.387	2324.3224249221585
654	16350	0.388	2321.2041000933077
655	16375	0.388	2321.2041000933077
656	16400	0.388	2321.2041000933077
657	16425	0.388	2321.2041000933077
658	16450	0.389	2303.373188202416
659	16475	0.389	2303.373188202416
660	16500	0.389	2303.373188202416
661	16525	0.39	2303.373188202416
662	16550	0.39	2303.373188202416
663	16575	0.39	2303.373188202416
664	16600	0.39	2301.7131016724497
665	16625	0.391	2301.7131016724497
666	16650	0.391	2301.7131016724497
667	16675	0.391	2301.7131016724497
668	16700	0.392	2301.7131016724497
669	16725	0.392	2301.7131016724497
670	16750	0.392	2301.7131016724497
671	16775	0.393	2301.7131016724497
672	16800	0.393	2301.7131016724497
673	16825	0.393	2301.7131016724497
674	16850	0.394	2301.7131016724497
675	16875	0.394	2301.7131016724497
676	16900	0.394	2301.7131016724497
677	16925	0.394	2301.7131016724497
678	16950	0.395	2301.7131016724497
679	16975	0.395	2301.7131016724497
680	17000	0.395	2301.7131016724497
681	17025	0.396	2301.7131016724497
682	17050	0.396	2278.184696786453
683	17075	0.396	2278.184696786453
684	17100	0.396	2278.184696786453
685	17125	0.397	2278.184696786453
686	17150	0.397	2278.184696786453
687	17175	0.397	2278.184696786453
688	17200	0.398	2278.184696786453
689	17225	0.398	2278.184696786453
690	17250	0.4	2278.184696786453
691	17275	0.4	2278.184696786453
692	17300	0.4	2278.184696786453
693	17325	0.401	2278.184696786453
694	17350	0.401	2252.7573447549203
695	17375	0.401	2252.7573447549203
696	17400	0.402	2252.7573447549203
697	17425	0.402	2252.7573447549203
698	17450	0.402	2252.7573447549203
699	17475	0.403	2252.7573447549203
700	17500	0.403	2252.7573447549203
701	17525	0.403	2252.7573447549203
702	17550	0.404	2252.7573447549203
703	17575	0.404	2232.3719052651395
704	17600	0.404	2232.3719052651395
705	17625	0.405	2232.3719052651395
706	17650	0.405	2232.3719052651395
707	17675	0.405	2232.3719052651395
708	17700	0.405	2232.3719052651395
709	17725	0.406	2232.3719052651395
710	17750	0.406	2232.3719052651395
711	17775	0.406	2232.3719052651395
712	17800	0.407	2232.3719052651395
713	17825	0.407	2232.3719052651395
714	17850	0.407	2232.3719052651395
715	17875	0.407	2232.3719052651395
716	17900	0.408	2232.3719052651395
717	17925	0.408	2232.3719052651395
718	17950	0.408	2169.527012960818
719	17975	0.409	2169.527012960818
720	18000	0.409	2169.527012960818
721	18025	0.409	2169.527012960818
722	18050	0.409	2169.527012960818
723	18075	0.41	2169.527012960818
724	18100	0.41	2169.527012960818
725	18125	0.41	2169.527012960818
726	18150	0.411	2169.527012960818
727	18175	0.411	2169.527012960818
728	18200	0.411	2169.527012960818
729	18225	0.411	2169.527012960818
730	18250	0.412	2169.527012960818
731	18275	0.412	2169.527012960818
732	18300	0.412	2169.527012960818
733	18325	0.412	2169.527012960818
734	18350	0.413	2169.527012960818
735	18375	0.413	2169.527012960818
736	18400	0.413	2169.527012960818
737	18425	0.414	2169.527012960818
738	18450	0.414	2169.527012960818
739	18475	0.414	2169.527012960818
740	18500	0.414	2169.527012960818
741	18525	0.415	2169.527012960818
742	18550	0.415	2163.6131314016584
743	18575	0.415	2163.6131314016584
744	18600	0.415	2163.6131314016584
745	18625	0.416	2163.6131314016584
746	18650	0.416	2163.6131314016584
747	18675	0.416	2163.6131314016584
748	18700	0.417	2133.7940731744047
749	18725	0.417	2133.7940731744047
750	18750	0.417	2133.7940731744047
751	18775	0.417	2133.7940731744047
752	18800	0.418	2133.7940731744047
753	18825	0.418	2133.7940731744047
754	18850	0.418	2133.7940731744047
755	18875	0.418	2133.7940731744047
756	18900	0.419	2133.7940731744047
757	18925	0.419	2133.7940731744047
758	18950	0.419	2133.7940731744047
759	18975	0.419	2133.7940731744047
760	19000	0.42	2133.7940731744047
761	19025	0.42	2133.7940731744047
762	19050	0.42	2133.7940731744047
763	19075	0.421	2133.7940731744047
764	19100	0.421	2133.7940731744047
765	19125	0.421	2133.7940731744047
766	19150	0.421	2133.7940731744047
767	19175	0.422	2133.7940731744047
768	19200	0.422	2133.7940731744047
769	19225	0.422	2126.031912532686
770	19250	0.422	2126.031912532686
771	19275	0.423	2126.031912532686
772	19300	0.423	2126.031912532686
773	19325	0.423	2126.031912532686
774	19350	0.424	2126.031912532686
775	19375	0.424	2126.031912532686
776	19400	0.424	2126.031912532686
777	19425	0.425	2126.031912532686
778	19450	0.425	2126.031912532686
779	19475	0.425	2126.031912532686
780	19500	0.425	2126.031912532686
781	19525	0.426	2126.031912532686
782	19550	0.426	2126.031912532686
783	19575	0.426	2126.031912532686
784	19600	0.427	2126.031912532686
785	19625	0.427	2126.031912532686
786	19650	0.427	2126.031912532686
787	19675	0.427	2126.031912532686
788	19700	0.428	2124.53530433055
789	19725	0.428	2124.53530433055
790	19750	0.428	2124.53530433055
791	19775	0.429	2124.53530433055
792	19800	0.429	2124.53530433055
793	19825	0.429	2124.53530433055
794	19850	0.429	2124.53530433055
795	19875	0.43	2123.9398721882135
796	19900	0.43	2123.9398721882135
797	19925	0.43	2123.9398721882135
